streaming_id,netflix_id,metric_value,matcher_type,blocker_type
"streaming_365","netflix_6640","1.0","lev-dist","title"
"streaming_3298","netflix_6921","1.0","lev-dist","title"
"streaming_5651","netflix_5000","1.0","lev-dist","title"
"streaming_235","netflix_3531","1.0","lev-dist","title"
"streaming_3250","netflix_6344","1.0","lev-dist","title"
"streaming_27","netflix_12180","1.0","lev-dist","title"
"streaming_3383","netflix_7925","1.0","lev-dist","title"
"streaming_2715","netflix_3996","1.0","lev-dist","title"
"streaming_6679","netflix_11847","1.0","lev-dist","title"
"streaming_1953","netflix_5968","1.0","lev-dist","title"
"streaming_26","netflix_14473","1.0","lev-dist","title"
"streaming_4496","netflix_11036","1.0","lev-dist","title"
"streaming_1820","netflix_9770","1.0","lev-dist","title"
"streaming_5210","netflix_11947","1.0","lev-dist","title"
"streaming_452","netflix_8527","1.0","lev-dist","title"
"streaming_2849","netflix_14014","1.0","lev-dist","title"
"streaming_670","netflix_6753","1.0","lev-dist","title"
"streaming_3297","netflix_6190","1.0","lev-dist","title"
"streaming_367","netflix_9541","1.0","lev-dist","title"
"streaming_234","netflix_5056","1.0","lev-dist","title"
"streaming_2801","netflix_11494","1.0","lev-dist","title"
"streaming_8724","netflix_1676","1.0","lev-dist","title"
"streaming_1518","netflix_12200","1.0","lev-dist","title"
"streaming_1736","netflix_10658","1.0","lev-dist","title"
"streaming_1603","netflix_6298","1.0","lev-dist","title"
"streaming_1821","netflix_14311","1.0","lev-dist","title"
"streaming_1954","netflix_5535","1.0","lev-dist","title"
"streaming_4495","netflix_12444","1.0","lev-dist","title"
"streaming_2052","netflix_8507","1.0","lev-dist","title"
"streaming_2270","netflix_9922","1.0","lev-dist","title"
"streaming_277","netflix_11482","1.0","lev-dist","title"
"streaming_362","netflix_6242","1.0","lev-dist","title"
"streaming_3078","netflix_8186","1.0","lev-dist","title"
"streaming_5871","netflix_9466","1.0","lev-dist","title"
"streaming_144","netflix_14201","1.0","lev-dist","title"
"streaming_3381","netflix_12801","1.0","lev-dist","title"
"streaming_2713","netflix_4830","1.0","lev-dist","title"
"streaming_3296","netflix_6081","1.0","lev-dist","title"
"streaming_6500","netflix_2107","1.0","lev-dist","title"
"streaming_2628","netflix_12239","1.0","lev-dist","title"
"streaming_808","netflix_6535","1.0","lev-dist","title"
"streaming_1866","netflix_7151","1.0","lev-dist","title"
"streaming_1999","netflix_6065","1.0","lev-dist","title"
"streaming_2930","netflix_3914","1.0","lev-dist","title"
"streaming_3827","netflix_15086","1.0","lev-dist","title"
"streaming_580","netflix_5411","1.0","lev-dist","title"
"streaming_2097","netflix_7128","1.0","lev-dist","title"
"streaming_3609","netflix_5248","1.0","lev-dist","title"
"streaming_2182","netflix_3459","1.0","lev-dist","title"
"streaming_276","netflix_8548","1.0","lev-dist","title"
"streaming_5872","netflix_8476","1.0","lev-dist","title"
"streaming_143","netflix_9298","1.0","lev-dist","title"
"streaming_10105","netflix_15144","1.0","lev-dist","title"
"streaming_3162","netflix_7160","1.0","lev-dist","title"
"streaming_3295","netflix_5969","1.0","lev-dist","title"
"streaming_1070","netflix_3838","1.0","lev-dist","title"
"streaming_2714","netflix_4034","1.0","lev-dist","title"
"streaming_806","netflix_11776","1.0","lev-dist","title"
"streaming_15927","netflix_1210","1.0","lev-dist","title"
"streaming_1516","netflix_7022","1.0","lev-dist","title"
"streaming_2098","netflix_3630","1.0","lev-dist","title"
"streaming_1649","netflix_10116","1.0","lev-dist","title"
"streaming_1867","netflix_12886","1.0","lev-dist","title"
"streaming_23","netflix_15378","1.0","lev-dist","title"
"streaming_3608","netflix_5329","1.0","lev-dist","title"
"streaming_3826","netflix_2089","1.0","lev-dist","title"
"streaming_7747","netflix_6001","1.0","lev-dist","title"
"streaming_2050","netflix_3762","1.0","lev-dist","title"
"streaming_146","netflix_14894","1.0","lev-dist","title"
"streaming_231","netflix_6948","1.0","lev-dist","title"
"streaming_8066","netflix_462","1.0","lev-dist","title"
"streaming_1730","netflix_8937","1.0","lev-dist","title"
"streaming_2711","netflix_6823","1.0","lev-dist","title"
"streaming_3294","netflix_6687","1.0","lev-dist","title"
"streaming_3076","netflix_3341","1.0","lev-dist","title"
"streaming_2759","netflix_9456","1.0","lev-dist","title"
"streaming_2408","netflix_6251","1.0","lev-dist","title"
"streaming_22","netflix_13357","1.0","lev-dist","title"
"streaming_1428","netflix_6859","1.0","lev-dist","title"
"streaming_1997","netflix_5756","1.0","lev-dist","title"
"streaming_1864","netflix_14017","1.0","lev-dist","title"
"streaming_2710","netflix_4544","1.0","lev-dist","title"
"streaming_5254","netflix_73","1.0","lev-dist","title"
"streaming_2180","netflix_6789","1.0","lev-dist","title"
"streaming_4492","netflix_11503","1.0","lev-dist","title"
"streaming_3825","netflix_1855","1.0","lev-dist","title"
"streaming_5169","netflix_13772","1.0","lev-dist","title"
"streaming_7966","netflix_9381","1.0","lev-dist","title"
"streaming_7833","netflix_14770","1.0","lev-dist","title"
"streaming_7833","netflix_1589","1.0","lev-dist","title"
"streaming_3958","netflix_4841","1.0","lev-dist","title"
"streaming_3607","netflix_14629","1.0","lev-dist","title"
"streaming_496","netflix_6973","1.0","lev-dist","title"
"streaming_230","netflix_11306","1.0","lev-dist","title"
"streaming_2978","netflix_13438","1.0","lev-dist","title"
"streaming_2409","netflix_14245","1.0","lev-dist","title"
"streaming_21","netflix_14277","1.0","lev-dist","title"
"streaming_1429","netflix_13885","1.0","lev-dist","title"
"streaming_3606","netflix_15313","1.0","lev-dist","title"
"streaming_2975","netflix_4351","1.0","lev-dist","title"
"streaming_3074","netflix_4963","1.0","lev-dist","title"
"streaming_1510","netflix_5092","1.0","lev-dist","title"
"streaming_2757","netflix_7166","1.0","lev-dist","title"
"streaming_1994","netflix_9505","1.0","lev-dist","title"
"streaming_1861","netflix_4387","1.0","lev-dist","title"
"streaming_6722","netflix_9781","1.0","lev-dist","title"
"streaming_2539","netflix_9454","1.0","lev-dist","title"
"streaming_803","netflix_4289","1.0","lev-dist","title"
"streaming_3292","netflix_8183","1.0","lev-dist","title"
"streaming_719","netflix_8772","1.0","lev-dist","title"
"streaming_9399","netflix_4032","1.0","lev-dist","title"
"streaming_1426","netflix_10302","1.0","lev-dist","title"
"streaming_15670","netflix_5463","0.5833333333333333","lev-dist","title"
"streaming_8081","netflix_3403","0.46153846153846156","lev-dist","title"
"streaming_4124","netflix_10891","0.5555555555555556","lev-dist","title"
"streaming_6785","netflix_3350","0.6666666666666667","lev-dist","title"
"streaming_10648","netflix_807","0.5","lev-dist","title"
"streaming_8309","netflix_1516","0.6190476190476191","lev-dist","title"
"streaming_14474","netflix_9110","0.4545454545454546","lev-dist","title"
"streaming_12911","netflix_3455","0.5555555555555556","lev-dist","title"
"streaming_10647","netflix_14957","0.5","lev-dist","title"
"streaming_15672","netflix_9741","0.6","lev-dist","title"
"streaming_7109","netflix_4291","0.625","lev-dist","title"
"streaming_10646","netflix_15384","0.5714285714285714","lev-dist","title"
"streaming_6782","netflix_3610","0.5","lev-dist","title"
"streaming_10512","netflix_2755","0.5555555555555556","lev-dist","title"
"streaming_9502","netflix_10756","0.625","lev-dist","title"
"streaming_11842","netflix_10885","0.5555555555555556","lev-dist","title"
"streaming_10644","netflix_3565","0.5714285714285714","lev-dist","title"
"streaming_4128","netflix_7335","0.5833333333333333","lev-dist","title"
"streaming_11974","netflix_7139","0.5","lev-dist","title"
"streaming_10510","netflix_11021","0.5","lev-dist","title"
"streaming_10643","netflix_1261","0.5384615384615384","lev-dist","title"
"streaming_3670","netflix_5580","0.5","lev-dist","title"
"streaming_1140","netflix_3784","0.5","lev-dist","title"
"streaming_8305","netflix_1959","0.5555555555555556","lev-dist","title"
"streaming_970","netflix_5943","0.5714285714285714","lev-dist","title"
"streaming_5809","netflix_5605","0.6153846153846154","lev-dist","title"
"streaming_9899","netflix_1522","0.6666666666666667","lev-dist","title"
"streaming_5581","netflix_14252","0.6666666666666667","lev-dist","title"
"streaming_10775","netflix_2271","0.64","lev-dist","title"
"streaming_8435","netflix_15192","0.5","lev-dist","title"
"streaming_16259","netflix_14778","0.6774193548387097","lev-dist","title"
"streaming_9631","netflix_14861","0.6153846153846154","lev-dist","title"
"streaming_1012","netflix_5514","0.5","lev-dist","title"
"streaming_840","netflix_5366","0.5476190476190477","lev-dist","title"
"streaming_4872","netflix_5438","0.56","lev-dist","title"
"streaming_9632","netflix_13741","0.6","lev-dist","title"
"streaming_14349","netflix_120","0.5","lev-dist","title"
"streaming_7102","netflix_9873","0.625","lev-dist","title"
"streaming_14216","netflix_2038","0.625","lev-dist","title"
"streaming_5806","netflix_7321","0.6666666666666667","lev-dist","title"
"streaming_10295","netflix_11653","0.5","lev-dist","title"
"streaming_6037","netflix_1297","0.625","lev-dist","title"
"streaming_5805","netflix_8461","0.4545454545454546","lev-dist","title"
"streaming_7234","netflix_3213","0.6666666666666667","lev-dist","title"
"streaming_6169","netflix_2818","0.6","lev-dist","title"
"streaming_12918","netflix_3687","0.6","lev-dist","title"
"streaming_8564","netflix_13263","0.5","lev-dist","title"
"streaming_7366","netflix_10881","0.5555555555555556","lev-dist","title"
"streaming_12917","netflix_6403","0.5","lev-dist","title"
"streaming_13016","netflix_9752","0.5714285714285714","lev-dist","title"
"streaming_8432","netflix_408","0.6666666666666667","lev-dist","title"
"streaming_11717","netflix_1968","0.5","lev-dist","title"
"streaming_7365","netflix_11389","0.5714285714285714","lev-dist","title"
"streaming_13279","netflix_6249","0.5","lev-dist","title"
"streaming_13013","netflix_7834","0.6842105263157895","lev-dist","title"
"streaming_6167","netflix_944","0.5","lev-dist","title"
"streaming_14345","netflix_8872","0.5","lev-dist","title"
"streaming_978","netflix_3199","0.6129032258064516","lev-dist","title"
"streaming_845","netflix_7913","0.5","lev-dist","title"
"streaming_4610","netflix_11897","0.5806451612903225","lev-dist","title"
"streaming_4743","netflix_11704","0.5714285714285714","lev-dist","title"
"streaming_4876","netflix_10044","0.5","lev-dist","title"
"streaming_14478","netflix_4381","0.5185185185185186","lev-dist","title"
"streaming_13147","netflix_9397","0.46153846153846156","lev-dist","title"
"streaming_10518","netflix_3198","0.6666666666666667","lev-dist","title"
"streaming_6166","netflix_10823","0.46153846153846156","lev-dist","title"
"streaming_6299","netflix_10781","0.5555555555555556","lev-dist","title"
"streaming_4611","netflix_10741","0.6666666666666667","lev-dist","title"
"streaming_4878","netflix_11747","0.6875","lev-dist","title"
"streaming_13277","netflix_10018","0.5384615384615384","lev-dist","title"
"streaming_5800","netflix_8039","0.6470588235294117","lev-dist","title"
"streaming_4746","netflix_6767","0.6086956521739131","lev-dist","title"
"streaming_7362","netflix_4407","0.5","lev-dist","title"
"streaming_11847","netflix_11276","0.6","lev-dist","title"
"streaming_4612","netflix_3885","0.6","lev-dist","title"
"streaming_11714","netflix_9808","0.5","lev-dist","title"
"streaming_13278","netflix_12057","0.5555555555555556","lev-dist","title"
"streaming_15542","netflix_7057","0.6666666666666667","lev-dist","title"
"streaming_8561","netflix_13144","0.4838709677419355","lev-dist","title"
"streaming_3416","netflix_10666","0.5714285714285714","lev-dist","title"
"streaming_16739","netflix_1037","0.6","lev-dist","title"
"streaming_6031","netflix_12168","0.5","lev-dist","title"
"streaming_8694","netflix_15370","0.53125","lev-dist","title"
"streaming_5932","netflix_10212","0.5714285714285714","lev-dist","title"
"streaming_12913","netflix_14704","0.55","lev-dist","title"
"streaming_15408","netflix_13397","0.6363636363636364","lev-dist","title"
"streaming_14950","netflix_14973","0.6","lev-dist","title"
"streaming_10025","netflix_3048","0.5555555555555556","lev-dist","title"
"streaming_837","netflix_6350","0.6923076923076923","lev-dist","title"
"streaming_11488","netflix_11212","0.5","lev-dist","title"
"streaming_13620","netflix_14380","0.5384615384615384","lev-dist","title"
"streaming_15183","netflix_1354","0.5714285714285714","lev-dist","title"
"streaming_7492","netflix_11692","0.6","lev-dist","title"
"streaming_16608","netflix_14608","0.7692307692307692","lev-dist","title"
"streaming_12553","netflix_1306","0.5","lev-dist","title"
"streaming_12552","netflix_5913","0.6363636363636364","lev-dist","title"
"streaming_11487","netflix_10740","0.5555555555555556","lev-dist","title"
"streaming_11354","netflix_4522","0.6","lev-dist","title"
"streaming_15204","netflix_4809","0.46153846153846156","lev-dist","title"
"streaming_9116","netflix_4792","0.5714285714285714","lev-dist","title"
"streaming_7460","netflix_10107","0.7142857142857143","lev-dist","title"
"streaming_7593","netflix_13419","0.5","lev-dist","title"
"streaming_13660","netflix_11226","0.6363636363636364","lev-dist","title"
"streaming_3118","netflix_8420","0.45833333333333337","lev-dist","title"
"streaming_16647","netflix_799","0.5555555555555556","lev-dist","title"
"streaming_9223","netflix_808","0.5","lev-dist","title"
"streaming_716","netflix_4767","0.5714285714285714","lev-dist","title"
"streaming_5161","netflix_13844","0.6363636363636364","lev-dist","title"
"streaming_6729","netflix_12987","0.5","lev-dist","title"
"streaming_6727","netflix_10133","0.5714285714285714","lev-dist","title"
"streaming_9355","netflix_7712","0.5757575757575757","lev-dist","title"
"streaming_12588","netflix_10867","0.5769230769230769","lev-dist","title"
"streaming_2405","netflix_10243","0.6","lev-dist","title"
"streaming_6859","netflix_10868","0.6111111111111112","lev-dist","title"
"streaming_4932","netflix_633","0.6","lev-dist","title"
"streaming_6724","netflix_942","0.6521739130434783","lev-dist","title"
"streaming_6858","netflix_2681","0.6363636363636364","lev-dist","title"
"streaming_7089","netflix_9483","0.7777777777777778","lev-dist","title"
"streaming_14983","netflix_15407","0.5","lev-dist","title"
"streaming_14850","netflix_13867","0.6363636363636364","lev-dist","title"
"streaming_5168","netflix_14897","0.5","lev-dist","title"
"streaming_3739","netflix_14107","0.6666666666666667","lev-dist","title"
"streaming_11253","netflix_10886","0.6666666666666667","lev-dist","title"
"streaming_5787","netflix_13800","0.5","lev-dist","title"
"streaming_7082","netflix_8648","0.5","lev-dist","title"
"streaming_4808","netflix_12443","0.6666666666666667","lev-dist","title"
"streaming_6850","netflix_10120","0.6666666666666667","lev-dist","title"
"streaming_12326","netflix_1284","0.4666666666666667","lev-dist","title"
"streaming_6980","netflix_10279","0.47058823529411764","lev-dist","title"
"streaming_14989","netflix_2681","0.5454545454545454","lev-dist","title"
"streaming_29","netflix_3294","0.6","lev-dist","title"
"streaming_8505","netflix_5934","0.6","lev-dist","title"
"streaming_8638","netflix_10685","0.6","lev-dist","title"
"streaming_4560","netflix_10642","0.6","lev-dist","title"
"streaming_4693","netflix_5340","0.4545454545454546","lev-dist","title"
"streaming_9942","netflix_10192","0.6","lev-dist","title"
"streaming_11050","netflix_9446","0.6470588235294117","lev-dist","title"
"streaming_5019","netflix_5997","0.6666666666666667","lev-dist","title"
"streaming_6349","netflix_1736","0.5238095238095238","lev-dist","title"
"streaming_13805","netflix_10262","0.75","lev-dist","title"
"streaming_6216","netflix_8455","0.7777777777777778","lev-dist","title"
"streaming_15233","netflix_9845","0.5833333333333333","lev-dist","title"
"streaming_4561","netflix_65","0.7","lev-dist","title"
"streaming_11182","netflix_3886","0.48","lev-dist","title"
"streaming_7679","netflix_4248","0.7","lev-dist","title"
"streaming_4695","netflix_9233","0.46153846153846156","lev-dist","title"
"streaming_7545","netflix_12267","0.5","lev-dist","title"
"streaming_7678","netflix_643","0.5","lev-dist","title"
"streaming_4563","netflix_6838","0.5833333333333333","lev-dist","title"
"streaming_11180","netflix_6935","0.5454545454545454","lev-dist","title"
"streaming_16699","netflix_5520","0.7727272727272727","lev-dist","title"
"streaming_793","netflix_1132","0.5555555555555556","lev-dist","title"
"streaming_13804","netflix_6919","0.5714285714285714","lev-dist","title"
"streaming_10209","netflix_9702","0.6666666666666667","lev-dist","title"
"streaming_15368","netflix_10893","0.6363636363636364","lev-dist","title"
"streaming_14166","netflix_14656","0.5","lev-dist","title"
"streaming_14033","netflix_10838","0.5454545454545454","lev-dist","title"
"streaming_11538","netflix_14869","0.6","lev-dist","title"
"streaming_4565","netflix_11389","0.5555555555555556","lev-dist","title"
"streaming_16561","netflix_1333","0.4666666666666667","lev-dist","title"
"streaming_16694","netflix_4860","0.6","lev-dist","title"
"streaming_8740","netflix_1779","0.5789473684210527","lev-dist","title"
"streaming_13802","netflix_4983","0.5555555555555556","lev-dist","title"
"streaming_11669","netflix_14252","0.75","lev-dist","title"
"streaming_4301","netflix_1498","0.6","lev-dist","title"
"streaming_15497","netflix_8385","0.47058823529411764","lev-dist","title"
"streaming_6210","netflix_5678","0.5","lev-dist","title"
"streaming_12867","netflix_877","0.6666666666666667","lev-dist","title"
"streaming_15498","netflix_4371","0.625","lev-dist","title"
"streaming_14297","netflix_7804","0.5294117647058824","lev-dist","title"
"streaming_14031","netflix_14113","0.75","lev-dist","title"
"streaming_4300","netflix_11244","0.75","lev-dist","title"
"streaming_7674","netflix_9958","0.5","lev-dist","title"
"streaming_15232","netflix_6802","0.5333333333333333","lev-dist","title"
"streaming_16693","netflix_11950","0.6666666666666667","lev-dist","title"
"streaming_10207","netflix_791","0.6842105263157895","lev-dist","title"
"streaming_9328","netflix_5223","0.7096774193548387","lev-dist","title"
"streaming_8872","netflix_14840","0.5555555555555556","lev-dist","title"
"streaming_13800","netflix_6729","0.5","lev-dist","title"
"streaming_10205","netflix_6338","0.4666666666666667","lev-dist","title"
"streaming_13933","netflix_2174","0.6538461538461539","lev-dist","title"
"streaming_14298","netflix_2165","0.5","lev-dist","title"
"streaming_4434","netflix_791","0.6842105263157895","lev-dist","title"
"streaming_11053","netflix_1469","0.5384615384615384","lev-dist","title"
"streaming_9458","netflix_10822","0.631578947368421","lev-dist","title"
"streaming_11054","netflix_3746","0.5","lev-dist","title"
"streaming_15105","netflix_14295","0.4545454545454546","lev-dist","title"
"streaming_15238","netflix_484","0.6","lev-dist","title"
"streaming_12252","netflix_13488","0.5","lev-dist","title"
"streaming_12385","netflix_11146","0.625","lev-dist","title"
"streaming_2783","netflix_7679","0.4545454545454546","lev-dist","title"
"streaming_13582","netflix_12272","0.5","lev-dist","title"
"streaming_9457","netflix_11934","0.5833333333333333","lev-dist","title"
"streaming_8129","netflix_12935","0.75","lev-dist","title"
"streaming_1583","netflix_4671","0.5","lev-dist","title"
"streaming_4304","netflix_12186","0.6","lev-dist","title"
"streaming_12121","netflix_315","0.6666666666666667","lev-dist","title"
"streaming_12387","netflix_5601","0.5","lev-dist","title"
"streaming_9326","netflix_1358","0.6666666666666667","lev-dist","title"
"streaming_1580","netflix_3642","0.7285714285714286","lev-dist","title"
"streaming_11057","netflix_15004","0.75","lev-dist","title"
"streaming_12255","netflix_11742","0.5","lev-dist","title"
"streaming_14785","netflix_1276","0.5714285714285714","lev-dist","title"
"streaming_12388","netflix_11514","0.6363636363636364","lev-dist","title"
"streaming_13453","netflix_5756","0.5909090909090908","lev-dist","title"
"streaming_6957","netflix_12049","0.5555555555555556","lev-dist","title"
"streaming_7188","netflix_2416","0.5925925925925926","lev-dist","title"
"streaming_5284","netflix_10347","0.5","lev-dist","title"
"streaming_14779","netflix_12641","0.5714285714285714","lev-dist","title"
"streaming_13447","netflix_13688","0.55","lev-dist","title"
"streaming_3986","netflix_9183","0.6363636363636364","lev-dist","title"
"streaming_3853","netflix_2474","0.6521739130434783","lev-dist","title"
"streaming_2657","netflix_10630","0.5555555555555556","lev-dist","title"
"streaming_15979","netflix_7443","0.5","lev-dist","title"
"streaming_14778","netflix_5196","0.6","lev-dist","title"
"streaming_5627","netflix_13254","0.4545454545454546","lev-dist","title"
